x,y,dy
4731.0,0.57259,0.46281
4732.0,4.73156,4.62010
4733.0,-0.63337,-0.74656
4734.0,-0.32202,-0.43698
4735.0,-0.63690,-0.75367
4736.0,1.48173,1.36311
4737.0,-1.05977,-1.18029
4738.0,1.98861,1.86615
4739.0,0.67943,0.55498
4740.0,-0.79860,-0.92509
4741.0,1.33975,1.21118
4742.0,0.26068,0.12996
4743.0,-0.38752,-0.52044
4744.0,-0.81583,-0.95099
4745.0,1.45996,1.32249
4746.0,1.71771,1.57787
4747.0,-0.13013,-0.27240
4748.0,-1.27909,-1.42385
4749.0,-1.82915,-1.97646
4750.0,-2.20556,-2.35551
4751.0,2.04095,1.88831
4752.0,0.36787,0.21246
4753.0,-1.66853,-1.82679
4754.0,1.29052,1.12934
4755.0,0.50716,0.34297
4756.0,-1.97071,-2.13800
4757.0,-0.57667,-0.74714
4758.0,2.06558,1.89185
4759.0,2.09130,1.91420
4760.0,-2.47315,-2.65371
4761.0,2.05692,1.87279
4762.0,1.19164,1.00384
4763.0,0.76180,0.57021
4764.0,2.95094,2.75546
4765.0,2.30493,2.10542
4766.0,0.49735,0.29370
4767.0,-1.00374,-1.21167
4768.0,-2.55118,-2.76351
4769.0,-0.56805,-0.78493
4770.0,-0.12528,-0.34686
4771.0,3.21548,2.98904
4772.0,-2.12405,-2.35550
4773.0,-1.78167,-2.01830
4774.0,0.26622,0.02424
4775.0,-2.13876,-2.38628
4776.0,-1.58316,-1.83641
4777.0,-0.09173,-0.35091
4778.0,-0.93594,-1.20127
4779.0,0.64137,0.36968
4780.0,-0.21350,-0.49178
4781.0,-2.49666,-2.78178
4782.0,1.43126,1.13905
4783.0,1.92533,1.62577
4784.0,1.54184,1.23464
4785.0,0.91759,0.60247
4786.0,-0.23052,-0.55389
4787.0,1.68546,1.35353
4788.0,-0.32806,-0.66890
4789.0,0.24317,-0.10694
4790.0,0.25457,-0.10520
4791.0,-2.67210,-3.04192
4792.0,-0.90029,-1.28058
4793.0,-0.24361,-0.63484
4794.0,2.18399,1.78135
4795.0,3.48563,3.07109
4796.0,0.84219,0.41520
4797.0,-0.33847,-0.77846
4798.0,-0.33085,-0.78444
4799.0,0.59487,0.12704
4800.0,-0.42279,-0.90555
4801.0,1.02947,0.53107
4802.0,1.41328,0.89848
4803.0,0.21514,-0.31689
4804.0,-0.45009,-1.00021
4805.0,1.20466,0.63551
4806.0,-0.90175,-1.49093
4807.0,0.18955,-0.42072
4808.0,-1.28169,-1.91419
4809.0,2.77727,2.12131
4810.0,-0.00853,-0.68927
4811.0,-1.87709,-2.58402
4812.0,0.12698,-0.60768
4813.0,2.09851,1.33449
4814.0,0.67108,-0.12409
4815.0,0.60812,-0.22011
4816.0,-3.41533,-4.27870
4817.0,2.05602,1.15524
4818.0,3.00022,2.05959
4819.0,-0.18980,-1.17294
4820.0,-0.33253,-1.36110
4821.0,1.90301,0.82584
4822.0,2.21595,1.08672
4823.0,2.17681,0.99171
4824.0,1.72020,0.47504
4825.0,1.52415,0.21436
4826.0,0.98395,-0.39555
4827.0,0.90300,-0.55180
4828.0,1.31797,-0.21834
4829.0,0.13272,-1.49196
4830.0,2.74826,1.02755
4831.0,-1.03172,-2.85700
4832.0,1.52388,-0.41552
4833.0,3.65225,1.58803
4834.0,0.27640,-1.92468
4835.0,3.16668,0.81516
4836.0,2.91673,0.39940
4837.0,1.89193,-0.80862
4838.0,3.11895,0.21535
4839.0,4.28950,1.16021
4840.0,4.92596,1.54507
4841.0,3.56975,-0.09250
4842.0,5.57018,1.59227
4843.0,4.52242,0.18925
4844.0,5.05762,0.32333
4845.0,3.86881,-1.31984
4846.0,6.18180,0.47692
4847.0,5.15777,-1.13526
4848.0,6.21738,-0.74736
4849.0,9.10082,1.36756
4850.0,6.73264,-1.88063
4851.0,7.44164,-2.17883
4852.0,10.13075,-0.63964
4853.0,12.27814,0.20175
4854.0,11.31239,-2.23367
4855.0,15.33183,0.15620
4856.0,17.45877,0.51679
4857.0,18.64295,-0.14988
4858.0,21.03396,0.39648
4859.0,23.06084,0.71759
4860.0,25.86621,2.12107
4861.0,26.83936,2.16534
4862.0,23.83998,-1.16002
4863.0,27.04726,2.37325
4864.0,25.73540,1.99026
4865.0,23.40793,1.06468
4866.0,21.47741,0.83993
4867.0,20.08323,1.29040
4868.0,17.41582,0.47384
4869.0,15.02697,-0.14867
4870.0,13.97026,0.42419
4871.0,15.82580,3.74941
4872.0,9.94333,-0.82706
4873.0,10.33731,0.71684
4874.0,7.28095,-1.33233
4875.0,8.93494,1.20169
4876.0,9.08463,2.11989
4877.0,3.86420,-2.42883
4878.0,8.50492,2.80005
4879.0,4.00380,-1.18485
4880.0,5.64433,0.91004
4881.0,5.22103,0.88787
4882.0,2.05388,-1.92402
4883.0,4.53520,0.87295
4884.0,3.17477,-0.20612
4885.0,1.75822,-1.37107
4886.0,4.05600,1.15240
4887.0,3.02342,0.32286
4888.0,3.55207,1.03475
4889.0,0.56163,-1.78990
4890.0,-0.36662,-2.56770
4891.0,2.08538,0.02116
4892.0,0.81187,-1.12752
4893.0,-0.06468,-1.88996
4894.0,2.07657,0.35586
4895.0,-0.56185,-2.18653
4896.0,3.22998,1.69368
4897.0,2.12722,0.67241
4898.0,-0.61430,-1.99380
4899.0,0.90383,-0.40597
4900.0,0.97639,-0.26876
4901.0,1.13621,-0.04889
4902.0,-0.08870,-1.21794
4903.0,-0.25800,-1.33517
4904.0,2.57501,1.54644
4905.0,0.79931,-0.18383
4906.0,2.83377,1.89315
4907.0,3.67952,2.77874
4908.0,3.11128,2.24791
4909.0,0.27081,-0.55743
4910.0,-1.43565,-2.23082
4911.0,3.64934,2.88532
4912.0,-0.44162,-1.17627
4913.0,0.59971,-0.10723
4914.0,-0.48191,-1.16265
4915.0,3.34978,2.69381
4916.0,0.45950,-0.17300
4917.0,-1.83644,-2.44670
4918.0,0.81515,0.22597
4919.0,-1.11716,-1.68631
4920.0,0.88325,0.33313
4921.0,3.80132,3.26930
4922.0,0.16049,-0.35431
4923.0,0.72964,0.23124
4924.0,-0.93447,-1.41722
4925.0,2.57447,2.10663
4926.0,1.76984,1.31624
4927.0,-0.58312,-1.02311
4928.0,0.79373,0.36675
4929.0,1.21683,0.80229
4930.0,0.08639,-0.31624
4931.0,0.70511,0.31388
4932.0,3.27917,2.89887
4933.0,-0.22383,-0.59365
4934.0,0.23483,-0.12494
4935.0,0.59707,0.24696
4936.0,1.52894,1.18809
4937.0,0.84845,0.51652
4938.0,1.19799,0.87462
4939.0,1.21712,0.90199
4940.0,3.39097,3.08377
4941.0,1.21632,0.91675
4942.0,-0.95039,-1.24259
4943.0,0.33161,0.04649
4944.0,0.81773,0.53944
4945.0,-0.65524,-0.92694
4946.0,1.39708,1.13175
4947.0,1.22817,0.96898
4948.0,-0.05048,-0.30374
4949.0,2.46440,2.21688
4950.0,-0.25272,-0.49471
4951.0,0.95902,0.72239
4952.0,1.19984,0.96839
4953.0,-1.20911,-1.43555
4954.0,0.60291,0.38133
4955.0,-0.72379,-0.94067
4956.0,0.77147,0.55914
4957.0,-0.31679,-0.52471
4958.0,2.00797,1.80432
4959.0,0.78197,0.58246
4960.0,1.34511,1.14962
4961.0,-0.87178,-1.06336
4962.0,-2.17901,-2.36681
4963.0,-0.19731,-0.38144
4964.0,0.39272,0.21216
4965.0,2.04601,1.86891
4966.0,1.51118,1.33744
4967.0,-0.77855,-0.94902
4968.0,0.04950,-0.11778
4969.0,0.08712,-0.07707
4970.0,0.15192,-0.00927
4971.0,1.18752,1.02926
4972.0,-0.39210,-0.54752
4973.0,-0.93525,-1.08789
4974.0,1.00076,0.85082
4975.0,-0.54956,-0.69688
4976.0,-1.62400,-1.76876
4977.0,2.66714,2.52487
4978.0,-1.27453,-1.41436
4979.0,0.07240,-0.06507
4980.0,-0.25764,-0.39280
4981.0,2.28482,2.15191
4982.0,-1.67875,-1.80947
4983.0,2.46039,2.33181
4984.0,1.58381,1.45732
4985.0,-0.82884,-0.95329
4986.0,-1.33739,-1.45985
4987.0,-0.41644,-0.53696
4988.0,0.30911,0.19049
4989.0,-0.55772,-0.67449
4990.0,0.87325,0.75828
4991.0,1.03634,0.92315
4992.0,-1.43084,-1.54231
4993.0,1.81303,1.70325
4994.0,2.75291,2.64477
4995.0,-0.37386,-0.48037
4996.0,0.42743,0.32249
4997.0,-2.63429,-2.73769
4998.0,0.57033,0.46844
4999.0,-2.04386,-2.14427
5000.0,1.48332,1.38436
5001.0,2.77146,2.67390
5002.0,0.58238,0.48621
5003.0,-0.13436,-0.22918
5004.0,-2.40612,-2.49962
5005.0,-1.53253,-1.62472
5006.0,-1.60858,-1.69951
5007.0,2.17492,2.08524
5008.0,1.31622,1.22776
5009.0,-0.95743,-1.04469
5010.0,3.63265,3.54656
5011.0,-1.83679,-1.92174
5012.0,0.30078,0.21697
5013.0,-2.53890,-2.62162
5014.0,-0.60111,-0.68275
5015.0,0.57758,0.49701
5016.0,1.46791,1.38837
5017.0,-0.05429,-0.13280
5018.0,-0.71203,-0.78954
5019.0,-0.63761,-0.71414
5020.0,2.37478,2.29921
5021.0,2.25086,2.17623
5022.0,1.75957,1.68587
5023.0,0.68518,0.61240
5024.0,5.31277,5.24087
5025.0,1.66281,1.59179
5026.0,0.85070,0.78054
5027.0,-0.04400,-0.11331
5028.0,-1.91893,-1.98741
5029.0,-0.72625,-0.79392
5030.0,-0.83532,-0.90218
5031.0,0.00586,-0.06022
5032.0,1.56115,1.49585
5033.0,0.23338,0.16884
5034.0,-0.40306,-0.46686
5035.0,-0.87387,-0.93693
5036.0,-0.64787,-0.71021
5037.0,1.69720,1.63557
5038.0,-0.93070,-0.99164
5039.0,2.20117,2.14092
5040.0,0.17756,0.11798
5041.0,1.68290,1.62398
5042.0,2.89353,2.83526
5043.0,-0.13583,-0.19345
5044.0,1.97522,1.91822
5045.0,1.06627,1.00990
5046.0,-1.55229,-1.60805
5047.0,0.44793,0.39276
5048.0,-2.57068,-2.62526
5049.0,-0.36047,-0.41446
5050.0,2.24398,2.19055
5051.0,-0.31030,-0.36316
5052.0,-0.93898,-0.99129
5053.0,-1.39231,-1.44407
5054.0,-1.33775,-1.38897
5055.0,-2.66852,-2.71922
5056.0,-1.43522,-1.48540
5057.0,0.15409,0.10442
5058.0,-2.60838,-2.65754
5059.0,-2.70523,-2.75389
5060.0,3.12531,3.07714
5061.0,-1.66615,-1.71384
5062.0,0.55073,0.50351
5063.0,-0.22422,-0.27097
5064.0,-1.24397,-1.29026
5065.0,-1.54255,-1.58838
5066.0,-0.18619,-0.23158
5067.0,-2.55760,-2.60255
5068.0,0.00854,-0.03597
5069.0,1.63398,1.58990
5070.0,-0.75977,-0.80343
5071.0,0.75660,0.71335
5072.0,-0.93525,-0.97808
5073.0,-2.85608,-2.89851
5074.0,-1.44747,-1.48951
5075.0,-0.93248,-0.97412
5076.0,-0.22569,-0.26694
5077.0,0.19438,0.15352
5078.0,2.27254,2.23205
5079.0,2.25229,2.21217
5080.0,0.66203,0.62228
5081.0,2.03516,1.99577
5082.0,0.79262,0.75359
5083.0,-4.17136,-4.21004
5084.0,-0.25173,-0.29007
5085.0,1.80678,1.76879
5086.0,-1.23536,-1.27302
5087.0,0.45745,0.42012
5088.0,0.25040,0.21341
5089.0,1.97022,1.93355
5090.0,1.04774,1.01140
5091.0,-2.04228,-2.07831
5092.0,-1.41727,-1.45299
5093.0,-0.02507,-0.06048
5094.0,-1.23851,-1.27362
5095.0,-2.67812,-2.71293
5096.0,-0.18822,-0.22273
5097.0,-0.00094,-0.03516
5098.0,-1.25138,-1.28531
5099.0,0.98630,0.95265
5100.0,-2.14567,-2.17904
5101.0,0.45480,0.42172
5102.0,-0.35206,-0.38487
5103.0,-2.90849,-2.94103
5104.0,1.62169,1.58942
5105.0,-0.11768,-0.14968
5106.0,-2.63838,-2.67012
5107.0,-1.60448,-1.63597
5108.0,2.51435,2.48312
5109.0,-0.51407,-0.54505
5110.0,-0.71027,-0.74100
5111.0,1.61051,1.58003
5112.0,1.30636,1.27613
5113.0,0.42775,0.39775
5114.0,0.48119,0.45143
5115.0,0.82854,0.79901
5116.0,-1.37668,-1.40597
5117.0,0.63126,0.60220
5118.0,-1.43624,-1.46508
5119.0,0.66086,0.63225
5120.0,0.85751,0.82912
5121.0,0.31678,0.28860
5122.0,0.35384,0.32588
5123.0,-0.04389,-0.07164
5124.0,1.39879,1.37125
5125.0,1.36174,1.33441
5126.0,1.21290,1.18578
5127.0,-0.86296,-0.88987
5128.0,-0.44053,-0.46724
5129.0,-2.28645,-2.31297
5130.0,1.78630,1.75998
5131.0,3.52005,3.49393
5132.0,-1.08183,-1.10776
5133.0,1.22937,1.20363
5134.0,-1.71162,-1.73717
5135.0,-1.15419,-1.17955
5136.0,-0.84061,-0.86579
5137.0,0.56645,0.54145
5138.0,3.17284,3.14803
5139.0,-0.19777,-0.22240
5140.0,-0.15640,-0.18086
5141.0,0.95527,0.93099
5142.0,0.82814,0.80403
5143.0,-1.56105,-1.58499
5144.0,5.70014,5.67637
5145.0,-0.14900,-0.17260
5146.0,0.46392,0.44048
5147.0,-1.28133,-1.30461
5148.0,-2.30569,-2.32880
5149.0,-1.12682,-1.14977
5150.0,-0.38911,-0.41190
5151.0,0.58579,0.56315
5152.0,-2.05541,-2.07789
5153.0,-3.28712,-3.30944
5154.0,1.40116,1.37899
5155.0,-0.52616,-0.54819
5156.0,-0.69726,-0.71913
5157.0,1.69704,1.67532
5158.0,-1.38900,-1.41058
5159.0,2.04232,2.02089
5160.0,-0.46903,-0.49032
5161.0,-0.85247,-0.87362
5162.0,-3.63374,-3.65475
5163.0,-0.90890,-0.92976
5164.0,1.32505,1.30432
5165.0,-0.85387,-0.87446
5166.0,-0.24779,-0.26824
5167.0,0.53299,0.51266
5168.0,0.27843,0.25824
5169.0,-1.25671,-1.27677
5170.0,-1.31050,-1.33043
5171.0,-2.14836,-2.16817
5172.0,-2.02370,-2.04337
5173.0,-1.22325,-1.24279
5174.0,1.30357,1.28414
5175.0,-0.81539,-0.83469
5176.0,0.91833,0.89915
5177.0,0.46022,0.44117
5178.0,1.25209,1.23315
5179.0,-1.63940,-1.65822
5180.0,0.85909,0.84040
5181.0,0.07345,0.05487
5182.0,2.10752,2.08906
5183.0,-1.25639,-1.27474
5184.0,-2.84070,-2.85894
5185.0,1.39150,1.37338
5186.0,-2.54106,-2.55907
5187.0,1.45154,1.43364
5188.0,0.81272,0.79493
5189.0,-1.53951,-1.55720
5190.0,0.16962,0.15204
5191.0,-0.90587,-0.92334
5192.0,3.04979,3.03243
5193.0,-0.41138,-0.42864
5194.0,-0.95624,-0.97340
5195.0,-2.07408,-2.09113
5196.0,0.58679,0.56984
5197.0,-1.11785,-1.13470
5198.0,0.55341,0.53666
5199.0,1.88638,1.86973
5200.0,3.34828,3.33172
5201.0,0.76618,0.74972
5202.0,3.35321,3.33685
5203.0,1.17545,1.15919
5204.0,0.18155,0.16538
5205.0,-2.11892,-2.13499
5206.0,0.97772,0.96174
5207.0,0.44591,0.43002
5208.0,2.47506,2.45927
5209.0,-2.05929,-2.07499
5210.0,2.45167,2.43605
5211.0,0.50521,0.48969
5212.0,-0.45956,-0.47499
5213.0,-0.41355,-0.42890
5214.0,-2.59256,-2.60782
5215.0,-2.26876,-2.28394
5216.0,0.64140,0.62631
5217.0,1.06431,1.04931
5218.0,-0.13742,-0.15234
5219.0,3.08331,3.06847
5220.0,1.04046,1.02570
5221.0,1.62533,1.61065
5222.0,1.15076,1.13617
5223.0,0.71548,0.70097
5224.0,-1.23895,-1.25338
5225.0,1.15761,1.14326
5226.0,-0.11669,-0.13096
5227.0,2.57811,2.56391
5228.0,2.11294,2.09883
5229.0,1.62165,1.60761
5230.0,-0.24311,-0.25708
5231.0,-1.00972,-1.02361
5232.0,2.68239,2.66857
5233.0,-2.79541,-2.80915
5234.0,2.07668,2.06301
5235.0,1.73938,1.72578
5236.0,3.96075,3.94723
5237.0,2.30246,2.28901
5238.0,-0.17131,-0.18468
5239.0,1.22856,1.21526
5240.0,-4.29975,-4.31299
5241.0,-0.32633,-0.33949
5242.0,1.30748,1.29438
5243.0,0.86280,0.84977
5244.0,-0.13660,-0.14956
5245.0,1.68262,1.66973
5246.0,-0.73291,-0.74574
5247.0,-3.05888,-3.07164
5248.0,1.26201,1.24931
5249.0,3.06596,3.05333
5250.0,1.25097,1.23840
5251.0,-1.05251,-1.06501
5252.0,2.75910,2.74667
5253.0,-0.30575,-0.31812
5254.0,0.58812,0.57581
5255.0,-1.62218,-1.63443
5256.0,1.05360,1.04141
5257.0,-0.18656,-0.19868
5258.0,2.02338,2.01132
5259.0,2.46183,2.44983
5260.0,2.17670,2.16476
5261.0,-1.67751,-1.68939
5262.0,-0.03347,-0.04529
5263.0,0.24189,0.23012
5264.0,0.46943,0.45773
5265.0,-0.75270,-0.76435
5266.0,0.62538,0.61379
5267.0,1.64985,1.63831
5268.0,1.03504,1.02356
5269.0,-0.77133,-0.78275
5270.0,0.27365,0.26229
5271.0,0.28173,0.27042
5272.0,-0.76855,-0.77980
5273.0,-0.05423,-0.06543
5274.0,-3.87545,-3.88659
5275.0,0.26546,0.25437
